,GSM1377859,GSM1377860,GSM1377861,GSM1377862,GSM1377863,GSM1377864,GSM1377865,GSM1377866,GSM1377867,GSM1377868,GSM1377869,GSM1377870,GSM1377871,GSM1377872,GSM1377873,GSM1377874,GSM1377875,GSM1377876,GSM1377877,GSM1377878,GSM1377879,GSM1377880,GSM1377881,GSM1377882,GSM1377883,GSM1377884,GSM1377885,GSM1377886,GSM1377887,GSM1377888,GSM1377889,GSM1377890,GSM1377891,GSM1377892,GSM1377893,GSM1377894,GSM1377895,GSM1377896,GSM1377897,GSM1377898,GSM1377899,GSM1377900,GSM1377901,GSM1377902,GSM1377903,GSM1377904,GSM1377905,GSM1377906,GSM1377907
ENSMUSG00000038000,215.63299999999998,206.49400000000003,176.08,198.49200000000002,229.176,296.043,1.3705399999999999,195.34400000000002,260.933,43.667,63.9154,39.7108,52.3585,18.8287,45.9912,58.5616,61.9874,60.5238,53.9417,41.5402,99.0064,42.9393,19.3271,70.6451,0.328314,8.83058,33.3917,58.5739,52.1383,56.3717,39.1428,0.556954,43.3294,35.4087,76.5221,81.3371,8.36989,34.3055,46.5752,0.0,0.508075,79.1046,59.5997,93.3715,26.4653,94.5165,85.2114,112.973,53.7994
ENSMUSG00000031878,218.155,208.287,166.672,193.635,244.33700000000002,268.275,94.32600000000001,234.167,310.742,16.0041,61.2832,42.1016,68.8439,58.1095,49.3937,51.412,37.631,71.7161,32.0246,61.6863,132.539,78.9809,140.45,148.718,98.2026,170.428,61.4284,73.6799,95.4551,60.8031,21.2675,31.5897,33.9763,35.3705,27.9288,1.1289200000000001,35.2425,38.9892,66.22399999999999,67.8473,44.6817,50.2864,76.8971,74.0041,64.1971,103.978,52.7609,76.8085,58.5616
ENSMUSG00000023967,77.9562,61.8129,107.926,92.33200000000001,41.6948,42.6487,0.0,96.8037,35.3164,63.861000000000004,35.3543,58.6401,89.5478,52.9075,75.8053,2.33917,10.0362,85.0635,53.5453,8.61917,0.0,63.1406,5.93804,19.0019,12.0742,242.30700000000002,47.6969,120.184,114.792,140.793,138.238,163.319,180.976,146.537,185.327,142.989,171.488,158.084,222.007,155.403,226.23,183.049,173.96900000000002,208.641,164.13,196.363,163.82,228.107,180.02
ENSMUSG00000036452,209.93599999999998,166.604,213.14,197.451,187.36900000000003,172.562,45.7508,207.437,250.795,39.961,25.1816,25.2475,25.4546,14.6906,14.1563,41.9903,23.0121,2.70256,21.8735,40.1208,1.9412,1.3719299999999999,51.101000000000006,0.18263800000000002,71.5453,3.5807300000000004,1.17367,40.1932,28.9309,0.0,4.3113,0.796064,0.832635,3.91442,0.821781,0.0,3.63389,5.57749,3.08581,0.0,1.28983,0.843454,0.0,6.2550300000000005,3.7928,29.2811,30.5462,1.5853899999999999,0.0327849
ENSMUSG00000021548,22.522,21.9922,40.7831,20.1975,34.7945,29.028000000000002,0.0,19.7739,22.9832,40.9469,49.1217,40.042,118.695,121.633,67.0306,25.2436,10.6497,29.6558,50.5812,76.1533,24.6975,74.8611,68.1549,261.2,209.359,180.08700000000002,91.8926,212.965,66.9236,131.02,142.54,92.2145,176.043,187.968,164.62,162.235,138.709,125.304,115.70700000000001,205.551,144.803,104.464,220.166,136.586,99.4542,265.367,188.592,178.322,121.49
ENSMUSG00000081552,107.226,108.027,167.389,139.026,75.5984,179.517,82.5277,107.789,54.0579,104.544,147.686,77.4617,82.1916,103.693,87.635,110.64399999999999,74.007,158.738,94.0745,93.0456,70.0717,84.9569,91.6951,126.37799999999999,78.7672,62.0929,33.1627,54.3576,99.6159,196.972,186.11700000000002,209.956,250.753,168.236,247.329,461.751,230.783,146.611,86.711,118.836,148.82399999999998,141.207,190.03400000000002,146.89,66.2456,185.94099999999997,94.1959,213.722,147.041
ENSMUSG00000031370,198.342,209.005,234.24,220.22299999999998,174.238,215.859,66.1475,196.825,189.951,14.093,39.6637,26.5934,40.9377,6.18763,24.2739,28.6642,2.0676799999999997,17.1558,37.0036,103.919,6.713610000000001,147.14600000000002,152.47,0.450024,78.084,1.24181,41.8131,93.8588,106.635,23.8891,21.947,3.6972400000000003,6.42419,58.3319,35.1852,28.6102,132.099,62.9475,5.64584,31.5179,24.2019,36.9394,9.46623,24.0445,18.7897,118.792,41.409,12.5027,11.117
ENSMUSG00000005447,47.8197,78.7911,50.7962,84.4601,72.6852,48.7952,2.1368,43.9349,4.06261,73.4775,29.4415,46.5815,45.5999,55.5438,75.4941,68.7161,80.9771,59.7712,79.7717,66.0487,48.7374,4.50199,77.1236,8.88297,10.7073,113.988,83.9652,53.4138,31.3419,193.455,167.5,165.791,190.00900000000001,147.55700000000002,319.969,236.04,164.44799999999998,171.342,126.39299999999999,149.128,192.425,169.25,183.27599999999998,170.50599999999997,164.47299999999998,210.709,178.945,173.94400000000002,147.869
ENSMUSG00000090110,185.12400000000002,172.551,214.25,198.382,180.98,219.071,1.20117,212.71,228.27900000000002,45.4154,14.3876,27.2712,0.0,27.1504,2.3412599999999997,0.764529,33.9377,11.6979,12.9034,42.2662,74.1569,16.9404,20.6245,0.0,0.0,14.1984,1.9765099999999998,0.0,33.2349,14.3149,0.0,0.311172,32.7659,9.25103,27.951999999999998,0.332701,12.210999999999999,0.0,22.2174,0.0,0.0,1.4215799999999998,26.005,0.32309899999999997,51.1876,2.23294,21.9126,27.5638,0.9183879999999999
ENSMUSG00000080241,235.049,253.71400000000003,181.54,231.862,299.323,330.218,82.3457,292.341,471.99199999999996,236.47099999999998,194.208,152.893,193.4,209.108,194.49,167.072,160.52700000000002,193.985,187.144,270.61,236.50900000000001,155.002,223.416,242.829,213.08599999999998,305.145,137.892,161.467,330.667,327.098,255.737,272.722,266.06,283.055,287.35400000000004,290.185,251.15099999999998,366.533,353.50300000000004,312.72,307.934,316.433,367.19,299.249,244.265,308.025,250.551,306.968,269.20799999999997
ENSMUSG00000047554,98.0594,87.1437,28.2578,100.272,67.8898,94.9214,35.6936,98.1191,79.4795,179.09799999999998,156.411,128.592,123.414,157.132,183.767,115.82,126.544,178.232,165.03799999999998,204.963,151.814,145.763,124.244,159.455,156.594,193.458,131.64700000000002,197.109,300.748,310.445,244.047,227.1,266.204,278.084,286.834,259.818,250.05900000000003,264.993,223.37099999999998,266.528,241.649,222.497,181.868,206.922,204.581,304.293,174.292,224.592,225.50400000000002
ENSMUSG00000082108,0.0,0.0,0.0,0.0,0.0,0.0,1.4489,0.0,0.0,89.5602,24.2382,88.884,122.035,40.0479,111.50200000000001,136.71200000000002,76.0465,198.91400000000002,121.584,126.93,55.2468,155.328,245.67,3.12633,74.3945,306.661,50.5819,109.514,198.815,20.9062,16.7018,0.0,1.6171,2.9718299999999997,52.1046,56.0602,63.964,123.01799999999999,89.0556,131.52,1.58542,62.5142,5.47502,0.0,41.8073,87.8679,56.7439,4.59897,0.0
ENSMUSG00000004268,92.1487,116.786,85.2531,73.9908,106.63799999999999,128.97,0.0,83.8659,46.9955,205.2,172.449,107.794,181.604,220.382,213.102,41.1403,49.5252,236.5,219.43200000000002,177.717,179.122,160.664,184.017,264.19599999999997,235.037,266.014,149.379,176.546,290.118,184.80700000000002,177.27900000000002,184.697,180.27599999999998,193.85299999999998,215.39,199.44799999999998,194.34799999999998,234.56900000000002,211.80200000000002,281.98900000000003,212.47299999999998,252.09599999999998,294.682,266.026,192.141,285.70799999999997,231.857,261.69599999999997,228.829
ENSMUSG00000034880,124.369,142.704,209.643,131.68200000000002,151.61700000000002,115.398,0.0,175.11900000000003,134.31799999999998,207.141,110.07700000000001,140.481,48.2931,81.9434,184.475,129.703,98.3322,80.0985,183.357,58.4547,215.468,185.04,259.131,223.91299999999998,194.226,315.714,146.756,194.585,342.153,146.92600000000002,166.13,160.222,120.101,117.545,189.40599999999998,108.844,139.319,169.22400000000002,248.93200000000002,165.794,194.78799999999998,225.33900000000003,243.435,222.69299999999998,119.855,282.775,297.887,320.584,196.602
ENSMUSG00000020282,204.30700000000002,164.62,184.832,227.96099999999998,206.31799999999998,207.93099999999998,0.0977799,180.78,167.345,9.33894,0.0,0.0,4.41921,0.0828432,2.00353,0.076529,5.1226,35.1353,13.8611,0.0,0.0,0.0,0.0960159,0.0,0.0,0.0,0.0,0.0,0.0,12.3856,0.0,24.7162,0.5234880000000001,24.2872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43905299999999997,0.0,0.0,34.1425,0.0,0.0,0.0,15.342
ENSMUSG00000026568,19.892,37.5586,2.69276,41.2555,29.6369,28.8033,3.58154,59.9328,13.1691,16.0312,29.7949,17.3315,10.9902,23.348000000000003,1.05869,9.95092,2.4458599999999997,19.3414,11.4425,147.995,161.25,122.848,175.38400000000001,147.46,167.989,157.732,126.62799999999999,153.062,200.808,169.80599999999998,149.474,130.469,187.231,124.676,156.732,158.217,141.11700000000002,199.475,175.09900000000002,151.905,128.781,184.864,174.13099999999997,174.208,130.57,191.065,152.819,184.956,152.74
ENSMUSG00000007050,44.799,25.9248,41.0806,30.6723,21.1262,35.6725,1.14238,43.3005,19.1299,17.1664,21.028000000000002,27.6318,19.17,83.8512,53.9587,67.5609,24.4691,83.9341,78.0256,6.93147,109.635,104.333,20.9841,230.709,78.7982,28.0852,77.4268,52.3099,68.9779,210.201,210.56900000000002,104.851,153.303,154.018,166.889,138.512,141.08100000000002,136.42,210.338,159.74200000000002,114.119,202.215,199.62,215.94299999999998,149.517,183.92700000000002,196.43099999999998,213.345,136.00799999999998
ENSMUSG00000031954,124.31,127.353,137.55200000000002,127.51799999999999,132.485,160.404,15.8744,139.56,134.92700000000002,198.229,193.878,114.99799999999999,175.92700000000002,232.72099999999998,198.27599999999998,119.554,85.7489,173.715,193.15,169.162,213.41400000000002,149.683,216.19299999999998,328.86400000000003,270.994,334.99699999999996,173.74099999999999,210.34799999999998,412.42199999999997,224.195,172.90599999999998,225.762,193.197,185.517,220.17,255.153,235.15200000000002,287.79,297.01,249.771,271.844,241.063,273.591,271.545,197.78099999999998,310.83799999999997,223.97,223.046,240.549
ENSMUSG00000025872,47.0669,128.016,57.2422,87.727,48.8684,20.0075,5.6892,58.1821,18.4712,45.5843,45.5466,16.0483,21.3413,50.167,29.9145,21.4409,21.9191,34.1763,38.496,107.713,21.8577,91.9415,49.7562,125.37799999999999,60.3838,11.5036,45.266000000000005,48.6671,65.1917,179.632,161.569,91.6353,168.34599999999998,192.079,240.52,194.604,168.171,321.322,192.66,176.40200000000002,167.157,119.501,116.54799999999999,169.513,146.495,50.2836,84.6293,23.3836,41.2288
ENSMUSG00000020847,206.16299999999998,188.44,186.38400000000001,206.997,199.394,213.233,34.9452,197.52200000000002,172.56599999999997,26.6604,2.17863,17.430999999999997,8.82408,3.66204,6.07569,35.0929,35.8051,3.8485300000000002,13.3366,60.4901,67.0415,6.92442,0.0,0.368701,12.772,0.0,1.04396,28.685,23.4846,5.91094,0.198052,0.42884300000000003,0.0,0.244437,7.9781,14.0596,0.0,0.0,0.0,0.0,0.0,1.89333,0.156067,0.2626,2.42981,0.0,0.0,0.0,0.0
ENSMUSG00000035595,0.0,0.0,22.241999999999997,0.0,0.0,0.0,0.0,0.0,0.0,182.141,170.017,105.492,172.166,184.74200000000002,148.191,107.085,3.36858,211.343,128.93,141.275,62.3377,117.564,168.487,176.77700000000002,123.55799999999999,266.999,133.469,168.167,291.98400000000004,139.214,102.89299999999999,98.4137,126.24700000000001,58.0625,133.32299999999998,72.679,133.79,170.708,153.32399999999998,174.30599999999998,128.328,125.682,102.64200000000001,159.988,150.349,147.178,122.41799999999999,130.425,64.1441
ENSMUSG00000040935,156.44299999999998,180.023,123.37799999999999,159.621,209.09400000000002,223.417,0.517475,289.253,292.018,82.6463,23.0278,30.5112,80.9163,26.1387,50.0452,16.3006,41.8581,18.4507,78.3709,43.4075,37.6282,19.2918,10.139,71.8403,16.1408,83.5102,33.3426,77.4056,48.0175,63.2774,71.3805,13.1015,2.8726700000000003,124.186,55.1942,28.5992,95.9161,1.88211,19.4894,5.53641,44.7723,30.619,8.25965,22.9621,34.7588,11.1729,50.6731,24.8539,15.568
ENSMUSG00000036513,222.68200000000002,238.33900000000003,198.10299999999998,233.90400000000002,292.95599999999996,277.492,6.63125,259.438,346.851,35.4601,57.9189,52.8292,92.4894,77.6214,100.132,60.2721,96.1219,91.6569,87.0465,132.959,99.3845,109.602,202.079,111.37799999999999,147.514,148.28799999999998,88.9728,80.5346,134.033,92.9896,90.264,63.442,119.303,88.3635,98.8429,53.7579,81.9286,71.6676,55.6354,103.117,129.752,88.1529,102.964,91.6039,62.0465,141.86700000000002,137.333,132.418,118.49700000000001
ENSMUSG00000026798,0.0,8.09205,55.4159,11.2213,1.04e-49,1.1699999999999998e-80,0.100865,0.264785,3.5933699999999997,83.2229,40.6176,101.414,52.8696,53.099,37.4652,51.6938,54.4044,26.4633,68.7042,30.8185,1.68735,238.412,0.947515,331.334,212.69799999999998,44.9205,85.3619,188.61700000000002,150.067,91.804,137.609,133.082,110.1,85.2625,78.0524,95.7581,121.301,73.069,9.89975,199.523,24.8875,109.04899999999999,87.72200000000001,125.025,173.987,69.4798,114.23299999999999,117.024,105.021
ENSMUSG00000039994,203.463,212.13,194.257,183.093,210.67700000000002,236.795,38.9821,219.352,172.365,4.41849,2.24391,17.2737,6.12702,26.1644,27.4384,0.12055999999999999,11.25,10.2607,36.7504,6.87799,0.276856,5.44855,0.244139,51.9692,23.7467,0.0,92.664,16.2253,18.6241,13.1912,36.746,30.975,47.1568,22.9397,49.3761,32.9259,30.91,37.637,6.806030000000001,19.9618,13.0885,22.4428,2.78615,46.3266,13.1708,17.9273,52.3733,3.18571,126.036
ENSMUSG00000027011,43.3482,36.2495,28.1947,42.0498,21.8574,19.055999999999997,58.8085,17.5793,36.9355,175.345,159.084,120.14200000000001,166.738,150.24,164.231,70.1865,88.8631,232.352,192.08700000000002,27.1257,29.3598,21.8069,83.2294,189.615,133.356,185.40400000000002,75.1935,198.416,201.896,191.87,183.076,133.458,193.18900000000002,161.79,140.013,128.292,148.565,101.861,181.15,167.34,193.361,178.035,240.328,219.516,144.226,154.263,230.06799999999998,254.05200000000002,226.459
ENSMUSG00000005262,18.3706,24.0788,57.2239,53.5493,48.9202,23.284000000000002,0.0,31.68,17.0138,5.87407,114.98299999999999,115.811,142.826,72.1652,84.1258,1.04203,22.897,126.79899999999999,80.2861,59.8393,96.6908,86.4546,115.905,16.244,205.005,109.68799999999999,105.289,163.015,307.16200000000003,173.942,70.7787,158.808,127.01899999999999,140.059,141.768,169.498,108.70200000000001,177.938,165.768,182.054,175.00799999999998,99.685,228.037,105.95100000000001,93.6843,197.78099999999998,255.56799999999998,95.0869,213.782
ENSMUSG00000033475,56.24100000000001,45.1021,89.4429,43.7899,54.4997,53.3455,0.0,35.510999999999996,32.4263,143.565,143.293,92.6731,163.316,194.86700000000002,147.789,128.58100000000002,102.529,177.215,136.173,97.4557,160.84,95.3648,172.12400000000002,260.339,154.27200000000002,197.65599999999998,114.223,148.041,253.71400000000003,186.445,179.023,213.532,154.92600000000002,198.953,210.488,183.91,178.87599999999998,243.467,252.572,238.208,215.995,232.826,250.97099999999998,245.71099999999998,184.293,239.34400000000002,219.47,265.16,200.253
ENSMUSG00000021252,199.743,190.36700000000002,171.984,203.803,256.48,260.035,1.09867,205.02900000000002,300.119,26.826,51.7291,13.1765,33.4105,46.2489,20.6506,35.3419,41.8212,70.805,18.2616,122.979,57.5685,52.9842,77.7853,109.09700000000001,6.58275,62.1097,99.14399999999999,90.682,103.993,26.9174,114.76700000000001,23.570999999999998,60.4939,17.6943,81.4922,33.7108,45.7764,57.0096,42.284,14.7229,98.4011,76.6004,115.897,55.6577,88.1792,110.85799999999999,48.1217,108.20200000000001,62.4021
ENSMUSG00000020515,102.395,145.614,62.2672,151.218,89.6252,95.7566,10.003,198.33700000000002,66.8756,171.112,135.634,145.982,160.55700000000002,183.40900000000002,181.145,152.719,64.018,187.275,225.795,356.64,171.149,185.14700000000002,258.86,270.89099999999996,217.399,94.1053,159.756,227.93900000000002,367.32599999999996,237.132,179.731,141.917,302.541,161.216,225.025,202.171,241.428,215.64,144.018,219.753,200.768,241.77200000000002,155.711,181.975,213.864,170.551,233.98,90.6991,222.602
ENSMUSG00000041571,192.437,195.4,194.972,191.46200000000002,201.05200000000002,212.003,99.84700000000001,209.196,232.766,46.1103,71.7703,34.0303,65.7457,48.1483,70.148,110.48200000000001,129.596,119.382,53.478,207.331,205.449,77.2385,144.028,160.393,150.644,183.456,45.6297,45.9286,140.985,168.64,143.626,176.44299999999998,162.715,143.11700000000002,191.625,122.01899999999999,191.73,1.54118,110.34700000000001,42.0993,98.1262,249.31400000000002,247.475,246.262,154.393,277.77,223.92,281.131,188.317
ENSMUSG00000014551,205.24099999999999,190.287,185.658,197.558,218.295,229.872,163.484,218.127,204.26,11.1437,41.9664,30.6945,1.17715,11.0893,41.8001,37.0396,38.0426,36.834,13.0295,54.8427,87.2739,4.04664,66.3483,0.524737,91.3747,2.08e-05,2.0439,9.87116,26.5895,36.7587,90.4268,99.53399999999999,50.4785,1.7255200000000002,23.9493,17.4179,38.1008,7.43e-09,51.474,9.62e-06,7.9646300000000005,43.0442,25.8538,80.8984,29.0837,34.8129,62.5121,31.4493,22.8924
ENSMUSG00000037712,239.213,199.106,178.857,170.486,204.28400000000002,208.834,32.6321,172.755,260.91200000000003,15.4609,11.9001,26.8746,22.2848,17.0118,15.2382,30.5492,19.7669,8.10399,10.5094,21.7193,35.5734,33.8976,26.4795,2.26384,61.468999999999994,47.5034,38.5668,33.7476,53.8421,45.9475,30.2197,24.8223,49.7411,5.83788,18.1329,13.6105,12.4878,0.0763593,2.91023,0.355086,8.25292,29.9073,9.9696,12.3461,47.3836,0.133864,10.3922,0.340546,26.1873
ENSMUSG00000024096,180.46599999999998,184.51,141.845,179.78900000000002,203.025,215.861,5.85142,218.601,302.777,51.5879,50.0185,27.5601,32.4128,27.3954,41.0997,41.1507,39.5882,41.1923,22.6549,42.7088,90.9448,37.6258,45.0864,56.0063,31.3255,42.2832,38.8053,35.778,61.7851,5.91374,3.36591,16.6807,10.3273,14.2003,14.543,9.268089999999999,13.5988,12.4462,10.8233,13.1783,22.2082,10.4252,8.01095,11.7019,17.8896,5.65867,7.721939999999999,9.30611,18.9261
ENSMUSG00000031320,20.7515,17.4136,19.7007,30.7086,9.179889999999999,17.0646,0.498537,16.5839,21.0589,72.1776,95.0458,59.6978,80.5937,115.037,90.5685,29.7226,27.2611,104.523,88.5362,83.4891,125.694,87.9745,132.671,163.161,133.246,169.486,77.1012,94.4635,163.778,150.241,154.2,131.63,129.69899999999998,156.994,183.94400000000002,178.706,185.90400000000002,187.355,224.91099999999997,167.637,162.14700000000002,263.851,226.78400000000002,257.666,160.972,174.543,173.34,209.054,165.74599999999998
ENSMUSG00000016534,0.5202479999999999,3.30025,1.43963,4.44686,1.28251,2.94106,2.7199400000000002,3.07115,2.00544,162.737,124.594,98.0155,129.049,136.905,135.542,59.6301,53.2868,138.952,141.48,153.95,154.668,106.865,134.908,166.394,158.45,168.13099999999997,127.541,167.71,183.0,140.003,150.997,115.68,155.124,190.99599999999998,194.398,191.25099999999998,200.545,190.03900000000002,233.84400000000002,271.721,186.158,171.25599999999997,156.597,193.27900000000002,193.675,173.234,145.611,133.429,154.31
ENSMUSG00000036992,158.201,174.472,187.455,181.517,229.516,257.26599999999996,0.444175,217.623,151.725,102.11200000000001,124.124,101.68,111.11,144.75,117.973,149.645,70.9581,100.061,121.141,242.89,243.03,172.047,232.635,209.18200000000002,244.271,241.00799999999998,150.094,127.148,307.41200000000003,58.935,61.5068,48.6938,56.6341,46.9744,41.1453,78.4729,72.1192,88.6388,114.667,112.88799999999999,133.153,96.5961,58.8341,52.3895,75.8552,99.3468,64.0348,91.62299999999999,76.6608
ENSMUSG00000047583,68.5307,42.5479,21.5359,15.5001,32.2626,26.5226,0.0,24.708000000000002,26.7678,0.0,2.67611,0.0,15.5823,38.756,40.8104,0.0,0.0,0.6311829999999999,0.0,3.63864,0.0,174.679,158.254,1.01134,1.2173100000000001,0.0,93.4957,130.704,0.0,124.884,101.32700000000001,125.259,166.65400000000002,97.1942,91.694,40.1654,62.3832,73.2209,1.93733,122.40799999999999,104.779,128.138,135.869,105.78299999999999,154.80100000000002,273.48900000000003,230.102,202.91400000000002,104.478
ENSMUSG00000026688,168.021,161.502,129.255,153.553,202.916,215.14,3.16888,183.977,316.416,15.9894,16.596,15.6354,16.5623,17.1307,7.2271,38.6114,26.7091,39.3493,18.7187,63.1656,78.3795,46.3853,67.2733,39.1699,35.5526,103.18799999999999,24.8727,9.75303,34.3998,0.472984,9.48077,13.3013,0.406007,10.4598,0.427961,0.610005,10.1858,0.479807,15.7804,0.427871,21.0617,16.4688,1.4114799999999998,12.0215,16.5411,15.1181,0.184615,0.0,22.7039
ENSMUSG00000030491,199.66099999999997,195.672,134.97,176.732,193.207,219.632,71.1947,198.875,246.835,8.42406,7.2458,2.50532,8.74788,10.6741,24.2191,21.7413,11.4954,55.3765,21.0564,1.31494,53.2433,7.45915,5.04626,45.2112,50.7263,58.6443,38.8463,16.1186,54.1744,7.45925,2.15987,0.0,0.139619,0.25648000000000004,7.699510000000001,1.6038700000000001,32.6135,0.47397399999999995,5.20003,0.0,0.0,12.0574,12.8957,11.3636,3.35514,5.0388,0.26274200000000003,13.0753,4.78878
ENSMUSG00000029475,158.07399999999998,202.555,172.82,181.87900000000002,149.57299999999998,150.491,10.232000000000001,229.018,203.26,59.5271,57.7907,64.7868,25.1012,76.9186,158.539,169.46900000000002,71.568,116.229,111.727,29.3092,8.231760000000001,58.192,20.8442,37.0033,7.91795,52.5907,28.5931,31.8419,40.9993,161.614,193.37099999999998,114.041,182.105,40.6043,172.706,81.1977,260.39,65.96600000000001,22.0607,251.78599999999997,45.0454,47.516999999999996,47.8475,81.2521,102.90299999999999,31.8158,84.6676,73.2015,142.988
ENSMUSG00000021125,186.38299999999998,204.692,140.266,184.199,207.53599999999997,212.452,0.49499899999999997,203.018,203.595,63.1413,79.5927,56.7375,56.4668,60.5544,67.5058,124.086,111.87100000000001,112.811,91.1371,185.923,166.648,119.111,146.405,166.27900000000002,151.30700000000002,53.7941,61.5331,87.3875,90.9212,0.530507,28.4663,28.0051,15.956,42.7962,57.1206,27.215,40.3594,3.17308,12.138,40.5809,6.06e-18,0.256324,13.2463,7.76e-07,49.0733,28.9996,0.0,0.130967,0.0
ENSMUSG00000083097,0.0,0.0,0.0,0.0,1.6617400000000002,0.0,14.8545,0.0,0.0,20.6152,54.9843,26.6393,43.8888,44.036,44.5501,32.6433,33.6393,40.8537,28.4479,71.2102,64.6684,53.0877,77.0341,84.7001,44.3431,74.0176,59.6817,66.0014,159.497,169.637,141.792,131.77,162.405,159.048,187.408,156.261,157.875,163.28,164.625,208.738,136.192,169.12599999999998,193.213,159.37,143.485,192.44299999999998,175.58599999999998,180.3,184.77
ENSMUSG00000046262,202.002,195.918,113.93700000000001,197.53900000000002,189.984,196.78799999999998,84.6748,210.65200000000002,258.76599999999996,24.662,24.8244,17.86,19.1311,30.2344,16.0685,43.9536,25.3662,12.645,11.7487,1.65403,78.6657,2.7784400000000002,28.6906,12.6757,36.9722,79.7836,24.8245,18.1355,51.4958,9.48584,12.827,19.2259,3.8027900000000003,22.2453,0.671691,2.20247,16.192999999999998,0.40810599999999997,1.2332,15.5466,16.9643,11.5252,0.148871,12.1563,1.16525,0.38455500000000004,17.0922,0.0,0.645108
ENSMUSG00000067367,190.945,194.28400000000002,142.088,207.356,198.33599999999998,162.22799999999998,0.0,242.959,209.68599999999998,49.8077,34.9711,94.0651,49.5417,57.3989,142.636,126.786,56.288999999999994,143.162,60.0742,86.4764,91.6467,243.30599999999998,269.861,159.559,285.817,235.83,230.28400000000002,206.38,288.793,246.68200000000002,197.183,172.378,214.583,151.976,233.753,174.787,215.547,133.80200000000002,65.5748,195.192,180.05200000000002,137.415,104.889,127.868,150.55200000000002,106.382,137.757,111.259,123.93299999999999
ENSMUSG00000070319,30.0127,55.5824,64.7596,46.5639,28.8171,36.2072,0.24698699999999998,52.29,15.0827,141.66299999999998,106.74799999999999,115.071,113.75,218.79,130.148,80.4853,51.3228,168.05599999999998,120.211,109.649,50.3549,137.356,199.41400000000002,195.032,168.52200000000002,274.428,122.70200000000001,156.322,279.728,184.56799999999998,163.391,165.122,193.378,178.438,214.62900000000002,206.109,184.813,157.29,117.552,166.28,192.983,224.636,176.947,197.22299999999998,207.551,227.334,205.375,214.583,198.459
ENSMUSG00000026655,185.049,121.45700000000001,214.298,166.72400000000002,110.292,250.176,231.851,131.925,52.32899999999999,50.0251,36.2686,2.37756,35.743,10.1484,6.46548,42.2821,48.615,11.1358,12.874,66.6215,93.0171,21.6273,59.2277,1.38319,213.213,1.57992,23.6083,11.3866,46.1247,0.165071,8.10251,6.30196,14.2288,0.0,4.27188,0.0,0.0,44.2856,2.8593599999999997,20.0885,0.0,0.0,0.0,0.0,0.0,0.0,0.5978289999999999,0.0,0.0594414
ENSMUSG00000064068,58.1087,55.1465,0.669914,86.9959,59.7692,20.2571,0.0,25.1452,77.1718,138.72799999999998,70.4714,64.2408,88.4205,108.096,108.914,21.3636,67.546,173.81099999999998,89.86200000000001,127.529,0.9996010000000001,115.751,173.498,0.0,1.7672400000000001,118.514,23.4326,220.601,12.9033,139.362,126.48200000000001,134.675,114.87299999999999,78.0711,118.48200000000001,102.624,111.86200000000001,57.0803,159.35,258.028,169.13099999999997,119.69,138.875,81.7349,118.861,245.465,237.584,220.734,242.707
ENSMUSG00000034429,9.05481,1.26289,0.0,1.2571299999999999,4.90107,1.30417,0.0,3.90919,0.0,230.623,78.2384,71.6381,87.965,127.978,148.592,176.782,176.269,134.259,126.257,254.821,106.85799999999999,197.203,172.334,117.318,153.346,115.44,155.416,189.66400000000002,209.489,68.6194,15.6787,29.4768,43.6469,117.96799999999999,70.4957,37.9733,111.806,142.935,29.4165,67.1535,99.0365,38.2729,41.4485,21.5023,58.1965,30.6349,11.9935,81.4581,75.6486
ENSMUSG00000034518,199.542,185.80900000000003,250.333,214.68200000000002,180.25900000000001,283.887,20.7736,230.7,175.243,23.4148,37.4157,31.9143,34.6328,9.269739999999999,26.6994,31.4158,15.7543,43.3033,34.0172,68.93,28.3075,57.868,30.6731,1.00265,108.238,11.8822,23.6363,40.5978,17.32,48.3485,49.4115,70.7751,45.556999999999995,28.636999999999997,36.0568,26.2916,31.1769,39.5377,28.9515,79.6034,88.9846,16.7299,50.9533,28.6836,46.3809,57.123000000000005,53.9094,36.7687,61.5419
ENSMUSG00000030706,240.63400000000001,207.65900000000002,231.32,248.845,177.683,294.643,46.0464,212.922,221.291,15.8748,45.6951,24.0675,34.7371,59.2746,45.3478,28.1425,48.2499,34.3243,32.9497,16.6207,24.8939,94.0785,95.7529,83.9971,151.71,49.3992,21.8798,51.321000000000005,94.0697,89.5589,71.7513,89.2566,92.2058,115.29700000000001,73.7716,98.4057,95.4326,67.6052,70.1632,19.105,107.101,109.935,163.662,78.1187,103.48700000000001,22.4201,122.554,126.016,112.975
ENSMUSG00000064925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.69099999999997,0.0,0.0,141.33700000000002,0.0,0.0,42.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.362,0.0,0.0,0.0,0.0,0.0,401.476,0.0,0.0,0.0
